 "X","Y","Z"
           0 ,  -3.7000000000000002      ,   5.3290705182007514E-015
           1 ,  -3.1000000000000001      ,  -4.4940956889227834E-007
           2 ,  -3.1000000000000001      ,  0.50000000000000711     
           3 ,  -3.1000000000000001      , -0.49999955059043999     
           4 ,  -2.7000000000000002      ,  -5.3290705182007514E-015
           5 ,  -2.5000000000000000      ,  0.10923284458183602     
           6 ,  -2.5000000000000000      , -0.38458013319101458     
           7 ,  -2.5000000000000000      ,  0.49953318367885879     
           8 ,  -2.5000000000000000      , -0.20543359496745217     
           9 ,  -2.5000000000000000      ,  0.38562690981250691     
          10 ,  -2.5000000000000000      , -0.40437920991475673     
          11 ,  -2.1000000000000001      , -0.10469897717788190     
          12 ,  -2.1000000000000001      ,   3.5561606221118147E-002
          13 ,  -2.1000000000000001      ,  0.16621293555647343     
          14 ,  -2.1000000000000001      , -0.32374752557983499     
          15 ,  -2.1000000000000001      , -0.27311699232422804     
          16 ,  -2.1000000000000001      ,  0.49978895330435824     
          17 ,  -1.8999999999999999      , -0.25808612146054677     
          18 ,  -1.8999999999999999      , -0.26626367883744684     
          19 ,  -1.8999999999999999      ,  0.36853645905528865     
          20 ,  -1.8999999999999999      ,  0.11959429034584534     
          21 ,  -1.8999999999999999      ,  0.46870446108264296     
          22 ,  -1.8999999999999999      , -0.43248541018580422     
          23 ,  -1.8000000000000000      ,   1.3784967361241129E-004
          24 ,  -1.8000000000000000      ,  0.53917158188683079     
          25 ,  -1.8000000000000000      ,  0.96029387821279011     
          26 ,  -1.8000000000000000      , -0.86105083137014704     
          27 ,  -1.8000000000000000      , -0.63855247840309004     
          28 ,  -1.7000000000000000      ,   7.5495165674510645E-015
          29 ,  -1.7000000000000000      ,  -2.2204460492503131E-016
          30 ,  -1.6000000000000001      ,   4.4408920985006262E-016
          31 ,  -1.6000000000000001      ,  -6.6613381477509392E-016
          32 ,  -1.3000000000000000      ,  0.48416494287828415     
          33 ,  -1.3000000000000000      ,  0.21822991643865208     
          34 ,  -1.3000000000000000      , -0.92077444494354577     
          35 ,  -1.3000000000000000      , -0.54538687393750518     
          36 ,  -1.3000000000000000      ,  0.99930224571649484     
          37 ,  -1.3000000000000000      , -0.11698693210618383     
          38 ,  -1.3000000000000000      , -0.44559992824309780     
          39 ,  -1.3000000000000000      , -0.33929204524356615     
          40 ,  -1.3000000000000000      , -0.29661716874702182     
          41 ,  -1.3000000000000000      ,  0.96296028818749235     
          42 ,  -1.2000000000000000      , -0.49955790688934232     
          43 ,  -1.2000000000000000      ,  0.49938370970363399     
          44 ,  -1.2000000000000000      ,   1.7419718569655629E-004
          45 ,  -1.1000000000000001      ,  -3.2998172287179939E-002
          46 ,  -1.1000000000000001      , -0.44897559498814976     
          47 ,  -1.1000000000000001      , -0.29265462838987810     
          48 ,  -1.1000000000000001      , -0.44389878887943834     
          49 ,  -1.1000000000000001      ,  0.99558462666913883     
          50 ,  -1.1000000000000001      ,  0.98532080956361989     
          51 ,  -1.1000000000000001      ,  0.35255615812738839     
          52 ,  -1.1000000000000001      , -0.91550253197725184     
          53 ,  -1.1000000000000001      , -0.55640757454903267     
          54 ,  -1.1000000000000001      ,  0.35697569671079599     
          55 ,  -1.0000000000000000      , -0.49626937713597208     
          56 ,  -1.0000000000000000      ,  -3.7252654541690688E-003
          57 ,  -1.0000000000000000      ,  0.49999464259012827     
          58 , -0.90000000000000002      ,  0.14620211477743528     
          59 , -0.90000000000000002      , -0.40695034630335636     
          60 , -0.90000000000000002      ,  0.45838264279702479     
